Positionx,Positiony,Velocityx,Velocityy
0.13,0.8,0.0106,-0.0715
0.13,0.807,0.00973,-0.0717
0.13,0.813,0.00898,-0.0722
0.13,0.82,0.00825,-0.0732
0.13,0.827,0.00733,-0.0747
0.13,0.833,0.00626,-0.0768
0.13,0.84,0.00517,-0.0795
0.13,0.847,0.00422,-0.0826
0.13,0.853,0.00352,-0.086
0.13,0.86,0.00321,-0.0899
0.13,0.867,0.00337,-0.0942
0.13,0.873,0.00402,-0.0987
0.13,0.88,0.00514,-0.103
0.13,0.887,0.00673,-0.106
0.13,0.893,0.0088,-0.109
0.13,0.9,0.0113,-0.11
0.13,0.907,0.0139,-0.109
0.13,0.913,0.0163,-0.108
0.13,0.92,0.0183,-0.106
0.13,0.927,0.0198,-0.104
0.13,0.933,0.0207,-0.101
0.13,0.94,0.0213,-0.0985
0.13,0.947,0.0215,-0.0954
0.13,0.953,0.0212,-0.0924
0.13,0.96,0.0205,-0.0896
0.13,0.967,0.0197,-0.0869
0.13,0.973,0.019,-0.0843
0.13,0.98,0.0186,-0.0818
0.13,0.987,0.0181,-0.0795
0.13,0.993,0.0172,-0.0777
0.13,1,0.0159,-0.0765
0.135,0,0.949,-0.396
0.135,0.00667,0.661,0.0719
0.135,0.0133,0.279,0.383
0.135,0.02,0.157,0.283
0.135,0.0267,0.137,0.361
0.135,0.0333,0.15,0.4
0.135,0.04,0.153,0.441
0.135,0.0467,0.145,0.486
0.135,0.0533,0.133,0.53
0.135,0.06,0.12,0.569
0.135,0.0667,0.106,0.604
0.135,0.0733,0.0932,0.634
0.135,0.08,0.081,0.66
0.135,0.0867,0.0701,0.682
0.135,0.0933,0.0603,0.701
0.135,0.1,0.0515,0.715
0.135,0.107,0.0433,0.727
0.135,0.113,0.0357,0.736
0.135,0.12,0.0286,0.742
0.135,0.127,0.0219,0.745
0.135,0.133,0.0155,0.746
0.135,0.14,0.00914,0.744
0.135,0.147,0.00277,0.74
0.135,0.153,-0.00391,0.734
0.135,0.16,-0.0109,0.727
0.135,0.167,-0.0179,0.719
0.135,0.173,-0.0242,0.711
0.135,0.18,-0.0296,0.703
0.135,0.187,-0.0351,0.694
0.135,0.193,-0.0412,0.683
0.135,0.2,-0.0477,0.669
0.135,0.207,-0.0547,0.651
0.135,0.213,-0.0621,0.629
0.135,0.22,-0.0699,0.601
0.135,0.227,-0.0783,0.566
0.135,0.233,-0.0877,0.524
0.135,0.24,-0.0977,0.476
0.135,0.247,-0.108,0.423
0.135,0.253,-0.119,0.367
0.135,0.26,-0.13,0.307
0.135,0.267,-0.137,0.246
0.135,0.273,-0.139,0.184
0.135,0.28,-0.138,0.123
0.135,0.287,-0.135,0.0621
0.135,0.293,-0.131,0.00318
0.135,0.3,-0.125,-0.0526
0.135,0.307,-0.114,-0.103
0.135,0.313,-0.099,-0.148
0.135,0.32,-0.0838,-0.188
0.135,0.327,-0.0696,-0.223
0.135,0.333,-0.0554,-0.255
0.135,0.34,-0.0408,-0.282
0.135,0.347,-0.0265,-0.303
0.135,0.353,-0.0132,-0.319
0.135,0.36,-0.00123,-0.33
0.135,0.367,0.00945,-0.337
0.135,0.373,0.0189,-0.339
0.135,0.38,0.0273,-0.337
0.135,0.387,0.0346,-0.331
0.135,0.393,0.0408,-0.322
0.135,0.4,0.0458,-0.31
0.135,0.407,0.0497,-0.296
0.135,0.413,0.0527,-0.279
0.135,0.42,0.0547,-0.261
0.135,0.427,0.0558,-0.242
0.135,0.433,0.0559,-0.222
0.135,0.44,0.0552,-0.202
0.135,0.447,0.0538,-0.183
0.135,0.453,0.0521,-0.163
0.135,0.46,0.0498,-0.145
0.135,0.467,0.0468,-0.127
0.135,0.473,0.0432,-0.112
0.135,0.48,0.0388,-0.0981
0.135,0.487,0.034,-0.0863
0.135,0.493,0.0288,-0.0766
0.135,0.5,0.0235,-0.0692
0.135,0.507,0.0182,-0.0641
0.135,0.513,0.0131,-0.0611
0.135,0.52,0.00857,-0.06
0.135,0.527,0.00468,-0.0605
0.135,0.533,0.00149,-0.0626
0.135,0.54,-0.00116,-0.0661
0.135,0.547,-0.00349,-0.0709
0.135,0.553,-0.00553,-0.077
0.135,0.56,-0.00714,-0.0838
0.135,0.567,-0.00817,-0.0911
0.135,0.573,-0.00859,-0.0986
0.135,0.58,-0.00852,-0.107
0.135,0.587,-0.00806,-0.115
0.135,0.593,-0.00712,-0.123
0.135,0.6,-0.00556,-0.131
0.135,0.607,-0.00346,-0.139
0.135,0.613,-0.00101,-0.145
0.135,0.62,0.00165,-0.15
0.135,0.627,0.0045,-0.154
0.135,0.633,0.00748,-0.156
0.135,0.64,0.0104,-0.157
0.135,0.647,0.0133,-0.156
0.135,0.653,0.016,-0.154
0.135,0.66,0.0183,-0.151
0.135,0.667,0.02,-0.147
0.135,0.673,0.0211,-0.143
0.135,0.68,0.0215,-0.138
0.135,0.687,0.0216,-0.134
0.135,0.693,0.0211,-0.13
0.135,0.7,0.0202,-0.126
0.135,0.707,0.0191,-0.123
0.135,0.713,0.0181,-0.12
0.135,0.72,0.0173,-0.118
0.135,0.727,0.0167,-0.117
0.135,0.733,0.0159,-0.115
0.135,0.74,0.0149,-0.114
0.135,0.747,0.0137,-0.112
0.135,0.753,0.0127,-0.111
0.135,0.76,0.0123,-0.11
0.135,0.767,0.0123,-0.109
0.135,0.773,0.0124,-0.107
0.135,0.78,0.0121,-0.106
0.135,0.787,0.0116,-0.105
0.135,0.793,0.0109,-0.104
0.135,0.8,0.0101,-0.104
0.135,0.807,0.00945,-0.104
0.135,0.813,0.00895,-0.105
0.135,0.82,0.0085,-0.106
0.135,0.827,0.00785,-0.108
0.135,0.833,0.00705,-0.11
0.135,0.84,0.00619,-0.113
0.135,0.847,0.00545,-0.116
0.135,0.853,0.005,-0.119
0.135,0.86,0.00494,-0.123
0.135,0.867,0.00527,-0.127
0.135,0.873,0.00591,-0.131
0.135,0.88,0.00683,-0.135
0.135,0.887,0.00806,-0.138
0.135,0.893,0.00967,-0.14
0.135,0.9,0.0116,-0.141
0.135,0.907,0.0136,-0.14
0.135,0.913,0.0154,-0.139
0.135,0.92,0.0169,-0.137
0.135,0.927,0.0178,-0.135
0.135,0.933,0.0183,-0.132
0.135,0.94,0.0187,-0.129
0.135,0.947,0.0188,-0.126
0.135,0.953,0.0185,-0.123
0.135,0.96,0.0179,-0.121
0.135,0.967,0.0171,-0.118
0.135,0.973,0.0167,-0.115
0.135,0.98,0.0165,-0.113
0.135,0.987,0.0164,-0.11
0.135,0.993,0.016,-0.109
0.135,1,0.015,-0.107
0.14,0,0.776,-0.42
0.14,0.00667,0.516,0.123
0.14,0.0133,0.189,0.528
0.14,0.02,0.0969,0.433
0.14,0.0267,0.0758,0.493
0.14,0.0333,0.0839,0.522
0.14,0.04,0.0862,0.553
0.14,0.0467,0.0836,0.594
0.14,0.0533,0.0801,0.636
0.14,0.06,0.0757,0.675
0.14,0.0667,0.07,0.711
0.14,0.0733,0.0634,0.742
0.14,0.08,0.0566,0.77
0.14,0.0867,0.0499,0.794
0.14,0.0933,0.0434,0.815
0.14,0.1,0.037,0.832
0.14,0.107,0.0308,0.846
0.14,0.113,0.0249,0.857
0.14,0.12,0.0192,0.865
0.14,0.127,0.0139,0.869
0.14,0.133,0.00896,0.871
0.14,0.14,0.00421,0.87
0.14,0.147,-0.000557,0.865
0.14,0.153,-0.00572,0.857
0.14,0.16,-0.0113,0.848
0.14,0.167,-0.0168,0.836
0.14,0.173,-0.0215,0.822
0.14,0.18,-0.0251,0.808
0.14,0.187,-0.0287,0.792
0.14,0.193,-0.0327,0.774
0.14,0.2,-0.0367,0.753
0.14,0.207,-0.0408,0.729
0.14,0.213,-0.0447,0.701
0.14,0.22,-0.0487,0.667
0.14,0.227,-0.0532,0.627
0.14,0.233,-0.0584,0.581
0.14,0.24,-0.0638,0.528
0.14,0.247,-0.0695,0.471
0.14,0.253,-0.0762,0.408
0.14,0.26,-0.0827,0.341
0.14,0.267,-0.0868,0.272
0.14,0.273,-0.0871,0.201
0.14,0.28,-0.0851,0.131
0.14,0.287,-0.0825,0.0623
0.14,0.293,-0.0801,-0.00451
0.14,0.3,-0.0766,-0.0678
0.14,0.307,-0.0693,-0.125
0.14,0.313,-0.0593,-0.175
0.14,0.32,-0.0497,-0.219
0.14,0.327,-0.0412,-0.258
0.14,0.333,-0.0326,-0.29
0.14,0.34,-0.0236,-0.317
0.14,0.347,-0.0148,-0.338
0.14,0.353,-0.00663,-0.353
0.14,0.36,0.000808,-0.362
0.14,0.367,0.00752,-0.367
0.14,0.373,0.0135,-0.367
0.14,0.38,0.0189,-0.364
0.14,0.387,0.0237,-0.357
0.14,0.393,0.0278,-0.347
0.14,0.4,0.0311,-0.334
0.14,0.407,0.0337,-0.319
0.14,0.413,0.0356,-0.303
0.14,0.42,0.037,-0.285
0.14,0.427,0.0377,-0.266
0.14,0.433,0.0379,-0.246
0.14,0.44,0.0374,-0.227
0.14,0.447,0.0365,-0.208
0.14,0.453,0.0354,-0.189
0.14,0.46,0.0338,-0.171
0.14,0.467,0.0318,-0.154
0.14,0.473,0.0293,-0.138
0.14,0.48,0.0264,-0.124
0.14,0.487,0.0231,-0.112
0.14,0.493,0.0196,-0.103
0.14,0.5,0.0161,-0.0953
0.14,0.507,0.0125,-0.0902
0.14,0.513,0.00915,-0.0872
0.14,0.52,0.00612,-0.0863
0.14,0.527,0.00357,-0.0871
0.14,0.533,0.0015,-0.0895
0.14,0.54,-0.000204,-0.0933
0.14,0.547,-0.00174,-0.0984
0.14,0.553,-0.00309,-0.105
0.14,0.56,-0.00417,-0.112
0.14,0.567,-0.00478,-0.119
0.14,0.573,-0.00488,-0.127
0.14,0.58,-0.00463,-0.136
0.14,0.587,-0.00414,-0.144
0.14,0.593,-0.00337,-0.152
0.14,0.6,-0.00215,-0.16
0.14,0.607,-0.000652,-0.167
0.14,0.613,0.00096,-0.174
0.14,0.62,0.00264,-0.178
0.14,0.627,0.00443,-0.182
0.14,0.633,0.00636,-0.184
0.14,0.64,0.00825,-0.185
0.14,0.647,0.0101,-0.184
0.14,0.653,0.0119,-0.182
0.14,0.66,0.0133,-0.179
0.14,0.667,0.0143,-0.175
0.14,0.673,0.0149,-0.171
0.14,0.68,0.0151,-0.166
0.14,0.687,0.0151,-0.162
0.14,0.693,0.0147,-0.158
0.14,0.7,0.014,-0.155
0.14,0.707,0.0132,-0.151
0.14,0.713,0.0126,-0.149
0.14,0.72,0.0121,-0.146
0.14,0.727,0.0118,-0.144
0.14,0.733,0.0113,-0.142
0.14,0.74,0.0105,-0.141
0.14,0.747,0.00957,-0.139
0.14,0.753,0.00892,-0.138
0.14,0.76,0.00879,-0.137
0.14,0.767,0.00893,-0.136
0.14,0.773,0.00902,-0.135
0.14,0.78,0.00888,-0.134
0.14,0.787,0.00857,-0.133
0.14,0.793,0.00802,-0.132
0.14,0.8,0.00747,-0.132
0.14,0.807,0.00701,-0.133
0.14,0.813,0.00664,-0.134
0.14,0.82,0.00632,-0.135
0.14,0.827,0.00582,-0.137
0.14,0.833,0.00525,-0.139
0.14,0.84,0.00467,-0.141
0.14,0.847,0.00425,-0.144
0.14,0.853,0.0041,-0.147
0.14,0.86,0.00431,-0.151
0.14,0.867,0.00479,-0.154
0.14,0.873,0.0054,-0.158
0.14,0.88,0.00613,-0.161
0.14,0.887,0.00704,-0.163
0.14,0.893,0.00819,-0.165
0.14,0.9,0.00946,-0.166
0.14,0.907,0.0107,-0.165
0.14,0.913,0.0119,-0.164
0.14,0.92,0.0127,-0.162
0.14,0.927,0.0131,-0.16
0.14,0.933,0.0134,-0.158
0.14,0.94,0.0136,-0.155
0.14,0.947,0.0137,-0.152
0.14,0.953,0.0134,-0.149
0.14,0.96,0.0128,-0.146
0.14,0.967,0.0122,-0.144
0.14,0.973,0.0118,-0.142
0.14,0.98,0.0118,-0.139
0.14,0.987,0.0119,-0.137
0.14,0.993,0.0116,-0.135
0.14,1,0.0109,-0.133
0.145,0,0.476,-0.315
0.145,0.00667,0.313,0.278
0.145,0.0133,0.128,0.812
0.145,0.02,0.0882,0.767
0.145,0.0267,0.0629,0.778
0.145,0.0333,0.0535,0.762
0.145,0.04,0.0487,0.747
0.145,0.0467,0.0465,0.752
0.145,0.0533,0.0463,0.768
0.145,0.06,0.0468,0.788
0.145,0.0667,0.0465,0.81
0.145,0.0733,0.0452,0.833
0.145,0.08,0.0431,0.854
0.145,0.0867,0.0406,0.874
0.145,0.0933,0.0378,0.893
0.145,0.1,0.0348,0.909
0.145,0.107,0.0317,0.924
0.145,0.113,0.0286,0.935
0.145,0.12,0.0256,0.944
0.145,0.127,0.0227,0.951
0.145,0.133,0.0199,0.954
0.145,0.14,0.0171,0.955
0.145,0.147,0.0142,0.952
0.145,0.153,0.0111,0.946
0.145,0.16,0.00776,0.936
0.145,0.167,0.00439,0.923
0.145,0.173,0.00143,0.907
0.145,0.18,-0.00095,0.889
0.145,0.187,-0.00336,0.869
0.145,0.193,-0.00604,0.847
0.145,0.2,-0.00877,0.822
0.145,0.207,-0.0115,0.794
0.145,0.213,-0.0141,0.762
0.145,0.22,-0.0166,0.726
0.145,0.227,-0.0193,0.685
0.145,0.233,-0.0222,0.637
0.145,0.24,-0.0247,0.582
0.145,0.247,-0.0271,0.522
0.145,0.253,-0.0301,0.454
0.145,0.26,-0.0331,0.38
0.145,0.267,-0.0351,0.3
0.145,0.273,-0.0349,0.219
0.145,0.28,-0.0336,0.14
0.145,0.287,-0.0322,0.062
0.145,0.293,-0.0313,-0.014
0.145,0.3,-0.0301,-0.0875
0.145,0.307,-0.0269,-0.154
0.145,0.313,-0.0222,-0.212
0.145,0.32,-0.0182,-0.261
0.145,0.327,-0.0149,-0.304
0.145,0.333,-0.0114,-0.34
0.145,0.34,-0.00769,-0.368
0.145,0.347,-0.0041,-0.388
0.145,0.353,-0.000826,-0.402
0.145,0.36,0.00218,-0.41
0.145,0.367,0.00497,-0.412
0.145,0.373,0.00752,-0.411
0.145,0.38,0.00986,-0.405
0.145,0.387,0.012,-0.396
0.145,0.393,0.0138,-0.384
0.145,0.4,0.0153,-0.37
0.145,0.407,0.0165,-0.353
0.145,0.413,0.0174,-0.335
0.145,0.42,0.0181,-0.317
0.145,0.427,0.0185,-0.297
0.145,0.433,0.0187,-0.277
0.145,0.44,0.0187,-0.258
0.145,0.447,0.0184,-0.239
0.145,0.453,0.0181,-0.221
0.145,0.46,0.0175,-0.203
0.145,0.467,0.0167,-0.186
0.145,0.473,0.0158,-0.171
0.145,0.48,0.0146,-0.157
0.145,0.487,0.0132,-0.145
0.145,0.493,0.0118,-0.135
0.145,0.5,0.0103,-0.128
0.145,0.507,0.00883,-0.123
0.145,0.513,0.00736,-0.12
0.145,0.52,0.00607,-0.119
0.145,0.527,0.005,-0.121
0.145,0.533,0.00411,-0.124
0.145,0.54,0.00337,-0.128
0.145,0.547,0.00266,-0.133
0.145,0.553,0.00199,-0.14
0.145,0.56,0.00145,-0.148
0.145,0.567,0.00118,-0.156
0.145,0.573,0.00116,-0.164
0.145,0.58,0.0013,-0.173
0.145,0.587,0.00154,-0.181
0.145,0.593,0.00192,-0.19
0.145,0.6,0.00252,-0.197
0.145,0.607,0.0032,-0.204
0.145,0.613,0.00388,-0.21
0.145,0.62,0.00454,-0.215
0.145,0.627,0.00525,-0.218
0.145,0.633,0.00606,-0.221
0.145,0.64,0.00684,-0.222
0.145,0.647,0.00767,-0.221
0.145,0.653,0.00848,-0.219
0.145,0.66,0.00906,-0.216
0.145,0.667,0.0095,-0.212
0.145,0.673,0.00976,-0.208
0.145,0.68,0.00987,-0.204
0.145,0.687,0.00989,-0.2
0.145,0.693,0.00975,-0.195
0.145,0.7,0.00949,-0.192
0.145,0.707,0.00917,-0.188
0.145,0.713,0.00898,-0.185
0.145,0.72,0.00883,-0.182
0.145,0.727,0.00871,-0.179
0.145,0.733,0.00851,-0.177
0.145,0.74,0.00811,-0.175
0.145,0.747,0.00762,-0.174
0.145,0.753,0.00731,-0.173
0.145,0.76,0.00734,-0.172
0.145,0.767,0.00745,-0.172
0.145,0.773,0.00751,-0.171
0.145,0.78,0.00744,-0.17
0.145,0.787,0.00734,-0.17
0.145,0.793,0.00709,-0.17
0.145,0.8,0.00687,-0.17
0.145,0.807,0.00672,-0.171
0.145,0.813,0.00653,-0.172
0.145,0.82,0.00643,-0.174
0.145,0.827,0.00624,-0.175
0.145,0.833,0.00601,-0.177
0.145,0.84,0.00578,-0.179
0.145,0.847,0.00563,-0.182
0.145,0.853,0.00563,-0.185
0.145,0.86,0.00579,-0.188
0.145,0.867,0.00603,-0.19
0.145,0.873,0.00625,-0.193
0.145,0.88,0.00651,-0.196
0.145,0.887,0.0069,-0.198
0.145,0.893,0.00739,-0.199
0.145,0.9,0.00796,-0.2
0.145,0.907,0.0085,-0.199
0.145,0.913,0.00899,-0.198
0.145,0.92,0.0093,-0.196
0.145,0.927,0.00943,-0.194
0.145,0.933,0.00959,-0.192
0.145,0.94,0.00974,-0.19
0.145,0.947,0.00977,-0.187
0.145,0.953,0.00964,-0.184
0.145,0.96,0.00931,-0.182
0.145,0.967,0.00899,-0.18
0.145,0.973,0.00891,-0.178
0.145,0.98,0.00901,-0.175
0.145,0.987,0.00913,-0.173
0.145,0.993,0.00906,-0.17
0.145,1,0.00877,-0.168
